PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2022-06-01,A,1,2,4,5,13,17,20,30,34,37,41,45,48,51,53,58,64,65,67,70
2022-06-01,P,2,9,17,18,20,28,34,35,39,41,44,45,51,53,55,56,57,59,61,66
2022-06-02,A,2,9,11,15,16,23,24,26,28,30,32,34,37,45,48,49,58,59,62,64
2022-06-02,P,1,2,3,8,9,12,13,16,20,23,24,29,31,33,37,42,44,46,48,60
2022-06-03,A,3,4,7,11,12,14,19,24,29,39,41,54,55,57,60,61,62,63,66,67
2022-06-03,P,4,7,12,13,14,18,22,23,24,29,38,40,43,44,46,49,52,55,56,60
2022-06-04,P,1,5,6,7,9,11,12,19,20,23,24,26,28,37,41,42,44,54,55,62
2022-06-04,A,2,7,8,11,24,26,29,37,44,45,49,51,52,53,55,57,61,64,65,68
2022-06-05,A,2,6,7,17,18,21,24,26,30,33,37,40,41,42,51,52,57,58,63,70
2022-06-05,P,4,7,8,9,18,19,27,29,31,32,45,48,52,55,60,61,62,66,67,69
2022-06-06,A,6,7,9,10,13,29,33,34,35,37,42,45,46,48,52,55,57,61,64,68
2022-06-06,P,2,7,10,19,21,23,28,35,37,39,46,47,53,55,57,59,62,63,65,68
2022-06-07,A,2,3,6,13,14,16,22,23,26,27,28,31,40,42,45,47,52,60,67,69
2022-06-07,P,5,8,11,14,18,24,26,35,37,40,43,44,46,47,50,52,56,60,62,65
2022-06-08,A,4,9,12,13,24,28,29,32,40,41,44,46,48,51,58,60,66,67,68,69
2022-06-08,P,4,10,14,17,21,24,25,27,30,31,35,37,42,43,46,58,60,62,67,69
2022-06-09,A,3,8,9,11,12,16,22,33,34,38,40,42,44,48,50,53,55,57,68,69
2022-06-09,P,2,5,8,13,16,21,22,25,27,29,31,44,45,47,49,51,52,60,62,63
2022-06-10,A,2,8,9,14,15,17,20,21,23,28,32,39,40,41,44,46,47,49,57,62
2022-06-10,P,4,6,15,17,18,19,25,26,27,29,34,39,42,46,47,51,54,63,65,70
2022-06-11,P,1,3,4,9,12,20,25,26,28,31,35,38,42,46,51,53,59,60,61,64
2022-06-11,A,7,9,11,16,22,26,27,28,30,35,38,41,50,51,52,54,55,59,62,65
2022-06-12,A,2,5,6,17,21,23,24,29,32,35,38,43,47,49,50,55,57,58,59,65
2022-06-12,P,7,9,11,21,22,23,24,26,29,32,34,35,40,41,42,47,51,55,57,62
2022-06-13,A,3,7,8,12,13,20,27,28,29,37,39,44,49,50,52,53,60,63,64,68
2022-06-13,P,1,2,11,15,17,22,24,25,28,33,37,42,45,46,47,48,50,62,64,68
2022-06-14,P,4,6,8,19,21,22,28,29,30,34,36,43,44,47,51,54,60,66,69,70
2022-06-14,A,15,17,20,29,32,35,36,38,40,41,42,47,54,57,58,59,62,64,66,70
2022-06-15,P,1,8,10,11,13,16,17,18,22,23,25,26,30,36,40,46,47,48,51,54
2022-06-15,A,3,9,12,14,18,21,23,25,28,29,30,33,41,43,45,47,48,54,64,66
